iter	MultiClass
1514	0.6975337647
1515	0.6974024144
1516	0.6972667886
1517	0.6971659081
1518	0.6971089193
1519	0.6970052246
1520	0.696918253
1521	0.6967932349
1522	0.6966782831
1523	0.6965711246
1524	0.6964102787
1525	0.6963258509
1526	0.69624007
1527	0.6961827023
1528	0.6960497826
1529	0.6959007349
1530	0.6957949295
1531	0.695618118
1532	0.6955309842
1533	0.6954618724
1534	0.6953548763
1535	0.6952156244
1536	0.6951109014
1537	0.6950291254
1538	0.6949061638
1539	0.6947586316
1540	0.6946114781
1541	0.6945050232
1542	0.6943081873
1543	0.6942075233
1544	0.6941488026
1545	0.6940744411
1546	0.6940058164
1547	0.6939125669
1548	0.6938042178
1549	0.6936616646
